Review of Economic Studies;journal;ISSN 1467937X, 00346527
Nature Photonics;journal;ISSN 17494885
Journal of Financial Economics;journal;ISSN 0304405X
Cell Stem Cell;journal;ISSN 19345909
Accounts of Chemical Research;journal;ISSN 15204898, 00014842
Trends in Cell Biology;journal;ISSN 09628924
Progress in Polymer Science;journal;ISSN 00796700
Nature Reviews Immunology;journal;ISSN 14741741, 14741733
Nature Reviews Cancer;journal;ISSN 1474175X
New England Journal of Medicine;journal;ISSN 00284793, 15334406
Annual Review of Pathology: Mechanisms of Disease;book serie;ISSN 15534006, 15534014
Acta Mathematica;journal;ISSN 00015962
Nature Neuroscience;journal;ISSN 10976256
Nature Reviews Microbiology;journal;ISSN 17401526
Neuron;journal;ISSN 08966273
Nature Medicine;journal;ISSN 10788956
Developmental Cell;journal;ISSN 15345807
Annual Review of Marine Science;journal;ISSN 19410611, 19411405
Academy of Management Journal;journal;ISSN 00014273
Quarterly Reviews of Biophysics;journal;ISSN 14698994, 00335835
Trends in Neurosciences;journal;ISSN 01662236
Cell Metabolism;journal;ISSN 15504131
Materials Science and Engineering: R: Reports;journal;ISSN 0927796X
Annual Review of Psychology;journal;ISSN 00664308, 15452085
Progress in Materials Science;journal;ISSN 00796425
Journal of Cell Biology;journal;ISSN 00219525
Trends in Biochemical Sciences;journal;ISSN 01677640, 09680004
Aldrichimica Acta;journal;ISSN 00025100
Astrophysical Journal, Supplement Series;journal;ISSN 00670049, 15384365
Administrative Science Quarterly;journal;ISSN 00018392
Physics Reports;journal;ISSN 03701573
Endocrine Reviews;journal;ISSN 0163769X
Microbiology and Molecular Biology Reviews;journal;ISSN 10922172
Annual Review of Physical Chemistry;book serie;ISSN 0066426X, 15451593
Critical Reviews in Biochemistry and Molecular Biology;journal;ISSN 10409238, 15497798
American Journal of Human Genetics;journal;ISSN 15376605, 00029297
Trends in Ecology and Ecolution;journal;ISSN 01695347
Nano Letters;journal;ISSN 15306992, 15306984
Nature Biotechnology;journal;ISSN 10870156
Surface Science Reports;journal;ISSN 01675729
MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control;journal;ISSN 10575987, 15458601
Nature Reviews Neuroscience;journal;ISSN 14710048, 1471003X
Annual Review of Physiology;journal;ISSN 15451585, 00664278
EMBO Journal;journal;ISSN 14602075, 02614189
Academy of Management Review;journal;ISSN 03637425
Epigenetics and Chromatin;journal;ISSN 17568935
Annual Review of Microbiology;journal;ISSN 15453251, 00664227
Nature Methods;journal;ISSN 15487091, 15487105
Journal of Clinical Investigation;journal;ISSN 00219738
Reports on Progress in Physics;journal;ISSN 00344885, 13616633
Political Analysis;journal;ISSN 10471987, 14764989
Immunological Reviews;journal;ISSN 01052896, 1600065X
Astronomy and Astrophysics Review;journal;ISSN 14320754, 09354956
Annual Review of Ecology, Evolution, and Systematics;journal;ISSN 1543592X
American Economic Review;journal;ISSN 00028282
Handbook of Industrial Organization;book serie;ISSN 1573448X
Trends in Genetics;journal;ISSN 01689525
Ecology Letters;journal;ISSN 1461023X, 14610248
Pharmacological Reviews;journal;ISSN 15210081, 00316997
Behavioral and Brain Sciences;journal;ISSN 14691825, 0140525X
Lancet Neurology;journal;ISSN 14744422
Reviews of Geophysics;journal;ISSN 87551209
Trends in Cognitive Sciences;journal;ISSN 13646613
Journal of the American College of Cardiology;journal;ISSN 07351097
Journal of Clinical Oncology;journal;ISSN 0732183X
Current Opinion in Genetics and Development;journal;ISSN 0959437X
Nature Reviews Drug Discovery;journal;ISSN 14741776
Epidemiologic Reviews;journal;ISSN 0193936X, 14786729
Review of Economics and Statistics;journal;ISSN 00346535, 15309142
Systematic Biology;journal;ISSN 1076836X, 10635157
Annals of Mathematics;journal;ISSN 0003486X
Inventiones Mathematicae;journal;ISSN 14321297, 00209910
Current Opinion in Structural Biology;journal;ISSN 0959440X
Annual Review of Materials Research;journal;ISSN 15454118, 15317331
Advances in Immunology;book serie;ISSN 00652776
PLoS Genetics;journal;ISSN 15537404, 15537390
Experimental Economics;journal;ISSN 15736938, 13864157
Current Opinion in Neurobiology;journal;ISSN 09594388
Annual Review of Fluid Mechanics;journal;ISSN 00664189, 15454479
Handbook of Econometrics;book serie;ISSN 15734412
Current Opinion in Immunology;journal;ISSN 09527915
American Political Science Review;journal;ISSN 15375943, 00030554
Progress in Surface Science;journal;ISSN 00796816
PLoS Biology;journal;ISSN 15449173, 15457885
Journal of the American Mathematical Society;journal;ISSN 10886834, 08940347
Advances in Experimental Social Psychology;book serie;ISSN 00652601
Personality and Social Psychology Review;journal;ISSN 10888683, 15327957
Psychological Bulletin;journal;ISSN 00332909
Plant Cell;journal;ISSN 1532298X, 10404651
Proceedings of the National Academy of Sciences of the United States of America;journal;ISSN 00278424, 10916490
Clinical Microbiology Reviews;journal;ISSN 08938512, 10986618
Cell Host and Microbe;journal;ISSN 19313128
Physical Review Letters;journal;ISSN 00319007, 10797114
MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC;journal;ISSN 15460738, 15458636
Journal of Labor Economics;journal;ISSN 15375307, 0734306X
Biochimica et Biophysica Acta - Reviews on Cancer;journal;ISSN 0304419X
Journal of Accounting and Economics;journal;ISSN 01654101
Organization Science;journal;ISSN 10477039, 15265455
JAMA Psychiatry;journal;ISSN 2168622X, 21686238
International Organization;journal;ISSN 00208183, 15315088
Strategic Management Journal;journal;ISSN 01432095, 10970266
Nature Chemistry;journal;ISSN 17554330, 17554349
Annual Review of Earth and Planetary Sciences;book serie;ISSN 00846597
Development;journal;ISSN 09501991, 14779129
Seminars in Immunology;journal;ISSN 10445323, 10963618
Molecular Psychiatry;journal;ISSN 14765578, 13594184
Molecular Systems Biology;journal;ISSN 17444292
Advanced Materials;journal;ISSN 09359648
Laser and Photonics Reviews;journal;ISSN 18638880, 18638899
Nature Chemical Biology;journal;ISSN 15524469, 15524450
Annual Review of Nuclear and Particle Science;journal;ISSN 01638998
Brain Cell Biology;journal;ISSN 15597105, 15597113
Circulation;journal;ISSN 00097322, 15244539
Journal of Economic Perspectives;journal;ISSN 08953309
Lancet;journal;ISSN 01406736, 1474547X
Annals of Statistics;journal;ISSN 00905364
Trends in Immunology;journal;ISSN 14714981, 14714906
Lancet Infectious Diseases;journal;ISSN 14733099
Blood;journal;ISSN 00064971, 15280020
Current Opinion in Plant Biology;journal;ISSN 13695266
Molecular Biology and Evolution;journal;ISSN 07374038, 15371719
Trends in Plant Science;journal;ISSN 13601385
Annals of Internal Medicine;journal;ISSN 00034819, 15393704
Journal of Neuroscience;journal;ISSN 15292401, 02706474
Angewandte Chemie - International Edition;journal;ISSN 14337851, 15213773
Oceanography and Marine Biology: an annual review;book serie;ISSN 00783218
Molecular and Cellular Biology;journal;ISSN 02707306
Journal of Engineering Education;journal;ISSN 10694730
Nature Protocols;journal;ISSN 17542189
Nano Today;journal;ISSN 17480132
Trends in Molecular Medicine;journal;ISSN 14714914
Journal of Accounting Research;journal;ISSN 1475679X, 00218456
JAMA - Journal of the American Medical Association;journal;ISSN 00987484
FEMS Microbiology Reviews;journal;ISSN 01686445
Cancer and Metastasis Reviews;journal;ISSN 01677659, 15737233
ACM Computing Surveys;journal;ISSN 03600300
Nature Geoscience;journal;ISSN 17520894, 17520908
Probability Surveys;journal;ISSN 15495787
American Journal of Political Science;journal;ISSN 00925853, 15405907
Cell Death and Differentiation;journal;ISSN 13509047
JAMA Internal Medicine;journal;ISSN 21686106, 21686114
Progress in Energy and Combustion Science;journal;ISSN 03601285
Journal of the Royal Statistical Society. Series B: Statistical Methodology;journal;ISSN 14679868, 13697412
Brain;journal;ISSN 14602156, 00068950
Journal of Monetary Economics;journal;ISSN 03043932
Molecular Biology of the Cell;journal;ISSN 10591524
Annual Review of Medicine;journal;ISSN 1545326X, 00664219
Psychological Review;journal;ISSN 0033295X
Journal of Applied Psychology;journal;ISSN 00219010
Annual Review of Clinical Psychology;book serie;ISSN 15485951, 15485943
Materials Today;journal;ISSN 13697021
Journal of the National Cancer Institute;journal;ISSN 00278874
Progress in Neurobiology;journal;ISSN 03010082
Circulation Research;journal;ISSN 15244571, 00097330
Human Molecular Genetics;journal;ISSN 14602083, 09646906
Annual Review of Entomology;journal;ISSN 15454487, 00664170
Journal of Personality and Social Psychology;journal;ISSN 00223514
Trends in Pharmacological Sciences;journal;ISSN 01656147
ACS Nano;journal;ISSN 19360851, 1936086X
American Journal of Respiratory and Critical Care Medicine;journal;ISSN 1073449X, 15354970
Nuclear Receptor Signaling;journal;ISSN 15507629
International Journal of Plasticity;journal;ISSN 07496419
Current Opinion in Microbiology;journal;ISSN 13695274
Acta Physica Slovaca;journal;ISSN 03230465, 1336040X
Annals of Neurology;journal;ISSN 03645134, 15318249
World Politics;journal;ISSN 00438871, 10863338
Cancer Research;journal;ISSN 00085472
Journal of Marketing;journal;ISSN 00222429, 15477185
Theoretical Economics;journal;ISSN 19336837, 15557561
Lancet Oncology;journal;ISSN 14702045, 14745488
Nucleic Acids Research;journal;ISSN 13624962, 03051048
Oncogene;journal;ISSN 09509232
Drug Resistance Updates;journal;ISSN 13687646, 15322084
Journal of the American Chemical Society;journal;ISSN 00027863, 15205126
RNA;journal;ISSN 13558382, 14699001
Journal of International Economics;journal;ISSN 00221996
Living Reviews in Relativity;journal;ISSN 14338351
Journal of Econometrics;journal;ISSN 03044076
Foundations and Trends in Machine Learning;journal;ISSN 19358237
Journal of Operations Management;journal;ISSN 02726963
Current Biology;journal;ISSN 09609822
Research in Experimental Economics;book serie;ISSN 01932306
Annual Review of Phytopathology;book serie;ISSN 00664286
American Journal of Psychiatry;journal;ISSN 0002953X
Genome Biology;journal;ISSN 14747596
American Sociological Review;journal;ISSN 00031224
Cerebral Cortex;journal;ISSN 14602199, 10473211
Journal of Cell Science;journal;ISSN 14779137, 00219533
Catalysis Reviews - Science and Engineering;journal;ISSN 01614940
IEEE Journal on Selected Areas in Communications;journal;ISSN 07338716
Journal of the European Economic Association;journal;ISSN 15424766, 15424774
Manufacturing and Service Operations Management;journal;ISSN 15265498, 15234614
Diabetes;journal;ISSN 00121797
Advanced Functional Materials;journal;ISSN 1616301X
Frontiers in Neuroendocrinology;journal;ISSN 00913022, 10956808
Aging Cell;journal;ISSN 14749718
Biological Psychiatry;journal;ISSN 00063223
Physiology;journal;ISSN 15489213, 15489221
Advanced Drug Delivery Reviews;journal;ISSN 0169409X
Journal of Climate;journal;ISSN 15200442, 08948755
Brain Research Reviews;journal;ISSN 18726321, 01650173
Publications Mathématiques;journal;ISSN 00738301
Ecological Monographs;journal;ISSN 00129615
Journal of Management;journal;ISSN 01492063
IEEE Transactions on Pattern Analysis and Machine Intelligence;journal;ISSN 01628828
Journal of Economic Theory;journal;ISSN 10957235, 00220531
Progress in Crystal Growth and Characterization of Materials;journal;ISSN 09608974
Research in Organizational Behavior;book serie;ISSN 01913085
Hepatology;journal;ISSN 02709139, 15273350
Annual Review of Biomedical Engineering;journal;ISSN 15239829, 15454274
Review of Finance;journal;ISSN 15723097
Structure;journal;ISSN 09692126
Coordination Chemistry Reviews;journal;ISSN 00108545
MMWR. Morbidity and mortality weekly report;journal;ISSN 1545861X, 01492195
Current Topics in Developmental Biology;book serie;ISSN 00702153
PLoS Medicine;journal;ISSN 15491277, 15491676
American Journal of Sociology;journal;ISSN 00029602, 15375390
European Heart Journal;journal;ISSN 15229645, 0195668X
Mucosal Immunology;journal;ISSN 19330219, 19353456
Plant Journal;journal;ISSN 09607412, 1365313X
Duke Mathematical Journal;journal;ISSN 00127094
Progress in Quantum Electronics;journal;ISSN 00796727
PLoS Pathogens;journal;ISSN 15537366, 15537374
Chromosoma;journal;ISSN 14320886, 00095915
Traffic;journal;ISSN 16000854, 13989219
Journal of Marketing Research;journal;ISSN 00222437, 15477193
Web Semantics;journal;ISSN 15708268
Global Change Biology;journal;ISSN 13541013, 13652486
International Economic Review;journal;ISSN 00206598, 14682354
Biological Reviews;journal;ISSN 14647931
Accounting Review;journal;ISSN 00014826
Trends in Microbiology;journal;ISSN 0966842X
Seminars in Cell and Developmental Biology;journal;ISSN 10849521, 10963634
MIS Quarterly: Management Information Systems;journal;ISSN 02767783
The Philosophical Review;journal;ISSN 00318108
Paleoceanography;journal;ISSN 08838305
Organizational Research Methods;journal;ISSN 10944281
Annual Review of Analytical Chemistry;book serie;ISSN 19361327, 19361335
IEEE Signal Processing Magazine;journal;ISSN 10535888
Journal of Experimental Psychology: General;journal;ISSN 00963445
Operations Research;journal;ISSN 0030364X, 15265463
Earth-Science Reviews;journal;ISSN 00128252
Progress in Retinal and Eye Research;journal;ISSN 13509462
Journal of the ACM;journal;ISSN 00045411
International Journal of Computer Vision;journal;ISSN 09205691
Current Opinion in Chemical Biology;journal;ISSN 13675931
Applied and Computational Harmonic Analysis;journal;ISSN 1096603X, 10635203
Annual Review of Political Science;book serie;ISSN 15451577, 10942939
Neuroscience and Biobehavioral Reviews;journal;ISSN 01497634
Foundations and Trends in Databases;journal;ISSN 19317883
Foundations and Trends in Networking;journal;ISSN 15540588, 1554057X
American Naturalist;journal;ISSN 15375323, 00030147
Criminology;journal;ISSN 00111384
Annual Review of Public Health;journal;ISSN 01637525, 15452093
EMBO Reports;journal;ISSN 1469221X, 14693178
Management Science;journal;ISSN 00251909, 15265501
IEEE Communications Surveys and Tutorials;journal;ISSN 1553877X
Cell Research;journal;ISSN 10010602
Global Biogeochemical Cycles;journal;ISSN 08866236
Annual Review of Nutrition;journal;ISSN 01999885, 15454312
Biometrika;journal;ISSN 00063444, 14643510
Autophagy;journal;ISSN 15548627
Journal of Urban Economics;journal;ISSN 00941190, 10959068
IEEE Transactions on Information Theory;journal;ISSN 00189448
Personnel Psychology;journal;ISSN 00315826
Stem Cells;journal;ISSN 15494918, 10665099
Bipolar Disorders, Supplement;journal;ISSN 13992406
Vital and health statistics. Series 11, Data from the National Health Survey;journal;ISSN 00831980
Clinical Cancer Research;journal;ISSN 10780432
Annals of Surgery;journal;ISSN 15281140, 00034932
Schizophrenia Bulletin;journal;ISSN 05867614
Diabetes Care;journal;ISSN 01495992, 19355548
Psychological Science;journal;ISSN 09567976, 14679280
Ecology;journal;ISSN 00129658
Journal of the American Society of Nephrology : JASN;journal;ISSN 15333450, 10466673
Journal of Immunology;journal;ISSN 15506606, 00221767
RAND Journal of Economics;journal;ISSN 07416261
Annual Review of Sociology;journal;ISSN 03600572, 15452115
Gastroenterology;journal;ISSN 15280012, 00165085
Global Ecology and Biogeography;journal;ISSN 1466822X
Mass Spectrometry Reviews;journal;ISSN 02777037, 10982787
EMBO Molecular Medicine;journal;ISSN 17574684, 17574676
"Evolution; international journal of organic evolution";journal;ISSN 00143820
Science signaling;journal;ISSN 19450877, 19379145
Communications on Pure and Applied Mathematics;journal;ISSN 10970312, 00103640
Cellular and Molecular Life Sciences;journal;ISSN 1420682X, 14209071
Energy and Environmental Sciences;journal;ISSN 17545692
Journal of Biological Chemistry;journal;ISSN 1083351X, 00219258
Earthquake Spectra;journal;ISSN 87552930
Omega;journal;ISSN 03050483
Journal of Financial and Quantitative Analysis;journal;ISSN 00221090
Vital and health statistics. Series 13, Data from the National Health Survey;journal;ISSN 00832006
Journal of Environmental Economics and Management;journal;ISSN 10960449, 00950696
Geometric and Functional Analysis;journal;ISSN 1016443X, 14208970
Journal of Allergy and Clinical Immunology;journal;ISSN 10976825, 00916749
Ophthalmology;journal;ISSN 01616420, 15494713
Clinical Infectious Diseases;journal;ISSN 10584838, 15376591
Journal of Algebraic Geometry;journal;ISSN 10563911, 15347486
DNA Repair;journal;ISSN 15687864
Trends in Endocrinology and Metabolism;journal;ISSN 10432760
National health statistics reports;journal;ISSN 21648344
Small;journal;ISSN 16136810, 16136829
Production and Operations Management;journal;ISSN 10591478
Journal of Photochemistry and Photobiology C: Photochemistry Reviews;journal;ISSN 13895567
Journal of the American Statistical Association;journal;ISSN 01621459, 1537274X
Annales Scientifiques de l'Ecole Normale Superieure;journal;ISSN 00129593
Plant Physiology;journal;ISSN 00320889, 15322548
Progress in Photovoltaics: Research and Applications;journal;ISSN 10627995
Bulletin of the American Meteorological Society;journal;ISSN 15200477, 00030007
Pharmacology and Therapeutics;journal;ISSN 01637258
Leukemia;journal;ISSN 08876924
JACC: Cardiovascular Interventions;journal;ISSN 19368798
Foundations and Trends in Information Retrieval;journal;ISSN 15540677, 15540669
Seminars in Cancer Biology;journal;ISSN 1044579X, 10963650
Psychological Methods;journal;ISSN 1082989X
Geology;journal;ISSN 00917613
Arthritis and Rheumatism;journal;ISSN 00043591, 15290131
AIDS;journal;ISSN 02699370
Annals of the Rheumatic Diseases;journal;ISSN 14682060, 00034967
Journal of Research in Science Teaching;journal;ISSN 10982736, 00224308
Journal of Business Venturing;journal;ISSN 08839026
Acta Materialia;journal;ISSN 13596454
Journal of Human Resources;journal;ISSN 0022166X, 15488004
Molecular and Cellular Proteomics;journal;ISSN 15359484, 15359476
American Journal of Mathematics;journal;ISSN 10806377, 00029327
Arteriosclerosis, Thrombosis, and Vascular Biology;journal;ISSN 15244636, 10795642
Review of Economic Dynamics;journal;ISSN 10942025, 10966099
Learning and Memory;journal;ISSN 15495485, 10720502
Progress in Lipid Research;journal;ISSN 01637827
International review of cell and molecular biology;journal;ISSN 19376448
Acta Neuropathologica;journal;ISSN 14320533, 00016322
Journal of Memory and Language;journal;ISSN 0749596X, 10960821
Frontiers in Neural Circuits;journal;ISSN 16625110
Bioinformatics;journal;ISSN 13674811, 13674803
Molecular Microbiology;journal;ISSN 0950382X, 13652958
Journal of Economic Growth;journal;ISSN 15737020, 13814338
Marketing Science;journal;ISSN 07322399, 1526548X
Journal of Public Economics;journal;ISSN 00472727
Cell Division;journal;ISSN 17471028
Polymer Reviews;journal;ISSN 15583724, 15583716
Quarterly Review of Biology;journal;ISSN 15397718, 00335770
Journal of Consumer Research;journal;ISSN 15375277, 00935301
NeuroImage;journal;ISSN 10538119, 10959572
Advances in the Study of Behavior;book serie;ISSN 00653454
Advances in Catalysis;book serie;ISSN 03600564
Current Opinion in Biotechnology;journal;ISSN 09581669
BMC Biology;journal;ISSN 17417007
Molecular Aspects of Medicine;journal;ISSN 00982997
Journal of Cognitive Neuroscience;journal;ISSN 15308898, 0898929X
Journal of International Business Studies;journal;ISSN 14786990, 00472506
Advances in Organometallic Chemistry;book serie;ISSN 00653055
PLoS Computational Biology;journal;ISSN 1553734X, 15537358
ACM SIGCOMM 2007: Conference on Computer Communications;conference and proceeding;-
Molecular Ecology;journal;ISSN 1365294X, 09621083
Journal of Ecology;journal;ISSN 13652745, 00220477
Journal of Abnormal Psychology;journal;ISSN 0021843X
Journal of Business and Economic Statistics;journal;ISSN 07350015, 15372707
Journal of Conflict Resolution;journal;ISSN 00220027
Journal of Virology;journal;ISSN 0022538X, 10985514
Earth and Planetary Sciences Letters;journal;ISSN 1385013X, 0012821X
Journal of Management Studies;journal;ISSN 14676486, 00222380
Frontiers in Ecology and the Environment;journal;ISSN 15409295
Fish and Fisheries;journal;ISSN 14672979, 14672960
Comparative Political Studies;journal;ISSN 00104140
New Journal of Physics;journal;ISSN 13672630
Proceedings - International Symposium on Computer Architecture;conference and proceeding;ISSN 10636897
Atmospheric Chemistry and Physics;journal;ISSN 16807324, 16807316
Archive for Rational Mechanics and Analysis;journal;ISSN 14320673, 00039527
Biomaterials;journal;ISSN 01429612
IEEE Communications Magazine;journal;ISSN 01636804
Journal of Catalysis;journal;ISSN 10902694, 00219517
Advances in Atomic, Molecular and Optical Physics;book serie;ISSN 1049250X
Journal of Pathology;journal;ISSN 10969896, 00223417
Advances in Genetics;book serie;ISSN 00652660
Journal of the Mechanics and Physics of Solids;journal;ISSN 00225096
Physical Review B - Condensed Matter and Materials Physics;journal;ISSN 10980121
Gut;journal;ISSN 00175749, 14683288
Briefings in Bioinformatics;journal;ISSN 14774054, 14675463
NPG Asia Materials;journal;ISSN 18844049, 18844057
Cognitive Psychology;journal;ISSN 00100285, 10955623
MRS Bulletin;journal;ISSN 08837694
Review of Educational Research;journal;ISSN 00346543
FASEB Journal;journal;ISSN 15306860, 08926638
Perspectives in Plant Ecology, Evolution and Systematics;journal;ISSN 14338319
Journal of Politics;journal;ISSN 14682508, 00223816
American Economic Journal: Applied Economics;journal;ISSN 19457790, 19457782
Human Reproduction Update;journal;ISSN 13554786, 14602369
Journal of General Physiology;journal;ISSN 00221295
Journal of Petrology;journal;ISSN 14602415, 00223530
Journal of Development of Economics;journal;ISSN 03043878
American Journal of Sports Medicine;journal;ISSN 03635465
Journal of Infectious Diseases;journal;ISSN 15376613, 00221899
Mutation Research - Reviews in Mutation Research;journal;ISSN 13835742
Proceedings of the Annual ACM Symposium on Theory of Computing;conference and proceeding;ISSN 07378017, 7378017
Structural Equation Modeling;journal;ISSN 10705511, 15328007
Journal of the European Mathematical Society;journal;ISSN 14359855, 14359863
IEEE Transactions on Automatic Control;journal;ISSN 00189286
British Journal of Political Science;journal;ISSN 00071234, 14692112
Chemistry of Materials;journal;ISSN 08974756, 15205002
Science Education;journal;ISSN 00368326, 1098237X
Cultural Anthropology;journal;ISSN 08867356
Genetics;journal;ISSN 00166731
Breast Cancer Research;journal;ISSN 14655411, 1465542X
Development and Psychopathology;journal;ISSN 14692198, 09545794
Astronomical Journal;journal;ISSN 15383881, 00046256
Current Opinion in Pharmacology;journal;ISSN 14714892
Climate of the Past;journal;ISSN 18149332, 18149324
European Journal of Immunology;journal;ISSN 15214141, 00142980
Economic Journal;journal;ISSN 14680297, 00130133
Neuropsychopharmacology;journal;ISSN 0893133X
American Journal of Transplantation;journal;ISSN 16006143, 16006135
Neural Development;journal;ISSN 17498104
Climate Dynamics;journal;ISSN 14320894, 09307575
Geometry and Topology;journal;ISSN 14653060
Conservation Biology;journal;ISSN 15231739, 08888892
ISME Journal;journal;ISSN 17517362, 17517370
BioEssays;journal;ISSN 02659247, 15211878
Journal of Medical Genetics;journal;ISSN 00222593, 14686244
Radiology;journal;ISSN 15271315, 00338419
Circulation. Cardiovascular quality and outcomes;journal;ISSN 19417713, 19417705
Journal of Controlled Release;journal;ISSN 01683659
SIAM Review;journal;ISSN 10957200, 00361445
Biochemical Journal;journal;ISSN 14708728, 02646021
Cellular Microbiology;journal;ISSN 14625814, 14625822
IEEE Journal on Selected Topics in Signal Processing;journal;ISSN 19324553
Developmental Biology;journal;ISSN 1095564X, 00121606
Investigative Radiology;journal;ISSN 00209996
Stroke;journal;ISSN 15244628, 00392499
Optics Express;journal;ISSN 10944087
Child Development;journal;ISSN 14678624, 00093920
Philosophical Transactions of the Royal Society B: Biological Sciences;journal;ISSN 09628436
Educational Evaluation and Policy Analysis;journal;ISSN 01623737
International Materials Reviews;journal;ISSN 09506608
JAMA Neurology;journal;ISSN 21686149, 21686157
American Heart Journal;journal;ISSN 10976744, 00028703
Milbank Quarterly;journal;ISSN 14680009, 0887378X
Journal of Clinical Endocrinology and Metabolism;journal;ISSN 0021972X, 19457197
Cognitive, Affective and Behavioral Neuroscience;journal;ISSN 1531135X, 15307026
Neoplasia;journal;ISSN 15228002
Journal of Educational Psychology;journal;ISSN 00220663
American Journal of Clinical Nutrition;journal;ISSN 00029165
Geophysical Research Letteres;journal;ISSN 00948276
Brain Structure and Function;journal;ISSN 18632661, 18632653
Reviews of Physiology Biochemistry and Pharmacology;book serie;ISSN 03034240
Journal of Consulting and Clinical Psychology;journal;ISSN 0022006X
Angiogenesis;journal;ISSN 09696970, 15737209
Quantitative Marketing and Economics;journal;ISSN 15707156
Gondwana Research;journal;ISSN 1342937X
American Journal of Pathology;journal;ISSN 00029440, 15252191
American Journal of Ophthalmology;journal;ISSN 00029394
Biochimica et Biophysica Acta - Molecular Cell Research;journal;ISSN 01674889
Human Brain Mapping;journal;ISSN 10659471, 10970193
European Urology;journal;ISSN 1421993X, 03022838
Diabetologia;journal;ISSN 0012186X, 14320428
Quaternary Science Reviews;journal;ISSN 02773791
Journal of Money, Credit and Banking;journal;ISSN 00222879, 15384616
Journal of Molecular Biology;journal;ISSN 00222836
Cell Cycle;journal;ISSN 15384101
Journal of Applied Ecology;journal;ISSN 13652664, 00218901
Cambridge Review of International Affairs;journal;ISSN 1474449X, 09557571
Neurology;journal;ISSN 00283878
Journal of Differential Geometry;journal;ISSN 0022040X
Trends in Biotechnology;journal;ISSN 01677799
Monthly Notices of the Royal Astronomical Society;journal;ISSN 00358711, 13652966
Information Systems Research;journal;ISSN 15265536, 10477047
Biostatistics;journal;ISSN 14684357, 14654644
Journal of Financial Intermediation;journal;ISSN 10429573, 10960473
Human Mutation;journal;ISSN 10597794, 10981004
Hippocampus;journal;ISSN 10981063, 10509631
Neuroscientist;journal;ISSN 10738584
Advances in Mathematics;journal;ISSN 10902082, 00018708
Brookings Papers on Economic Activity;journal;ISSN 00072303, 15334465
Automatica;journal;ISSN 00051098
Journal of Economic Geography;journal;ISSN 14682710, 14682702
International Reviews in Physical Chemistry;journal;ISSN 0144235X, 1366591X
Journal of Animal Ecology;journal;ISSN 13652656, 00218790
Glia;journal;ISSN 10981136, 08941491
Organic Letters;journal;ISSN 15237060, 15237052
Antioxidants and Redox Signaling;journal;ISSN 15230864
Natural Product Reports;journal;ISSN 02650568, 14604752
Molecular Cancer Research;journal;ISSN 15417786
Journals of the Atmospheric Sciences;journal;ISSN 00224928, 15200469
