Nature Communications;journal;ISSN 20411723
International Journal of Computer Vision;journal;ISSN 09205691
Personnel Psychology;journal;ISSN 00315826
Journal of Statistical Software;journal;ISSN 15487660
Annual Review of Sociology;journal;ISSN 03600572, 15452115
Gastroenterology;journal;ISSN 15280012, 00165085
Swarm and Evolutionary Computation;journal;ISSN 22106502
Brookings Papers on Economic Activity;journal;ISSN 00072303, 15334465
Acta Neuropathologica;journal;ISSN 14320533, 00016322
Biological Reviews;journal;ISSN 14647931
Angewandte Chemie - International Edition;journal;ISSN 14337851, 15213773
Vital and health statistics. Series 10, Data from the National Health Survey;journal;ISSN 00831972
Physical Review Letters;journal;ISSN 00319007, 10797114
Journal of Neuroscience;journal;ISSN 15292401, 02706474
Annals of Neurology;journal;ISSN 03645134, 15318249
Development;journal;ISSN 09501991, 14779129
Current Opinion in Plant Biology;journal;ISSN 13695266
Journal of Operations Management;journal;ISSN 02726963
Materials Science and Engineering: R: Reports;journal;ISSN 0927796X
Cancer Research;journal;ISSN 00085472
Neuroscience and Biobehavioral Reviews;journal;ISSN 01497634
American Sociological Review;journal;ISSN 00031224
Advances in Immunology;book serie;ISSN 00652776
Journal of the American Society of Nephrology : JASN;journal;ISSN 15333450, 10466673
Publications Mathématiques;journal;ISSN 00738301
Journal of International Economics;journal;ISSN 00221996
BMC Palliative Care;journal;ISSN 1472684X
Laser and Photonics Reviews;journal;ISSN 18638880, 18638899
Journal of Labor Economics;journal;ISSN 15375307, 0734306X
Journal of Applied Psychology;journal;ISSN 00219010
Gut;journal;ISSN 00175749, 14683288
American Journal of Respiratory and Critical Care Medicine;journal;ISSN 1073449X, 15354970
Annals of Internal Medicine;journal;ISSN 00034819, 15393704
Journal of Personality and Social Psychology;journal;ISSN 00223514
Journal of Business and Economic Statistics;journal;ISSN 07350015, 15372707
Trends in Pharmacological Sciences;journal;ISSN 01656147
Ecological Monographs;journal;ISSN 00129615
Cerebral Cortex;journal;ISSN 14602199, 10473211
Silence;journal;ISSN 1758907X
PLoS Medicine;journal;ISSN 15491277, 15491676
American Journal of Sociology;journal;ISSN 00029602, 15375390
Journal of Accounting Research;journal;ISSN 1475679X, 00218456
Science signaling;journal;ISSN 19450877, 19379145
JACC: Cardiovascular Interventions;journal;ISSN 19368798
Organizational Research Methods;journal;ISSN 10944281
Trends in Endocrinology and Metabolism;journal;ISSN 10432760
PLoS Pathogens;journal;ISSN 15537366, 15537374
Hepatology;journal;ISSN 02709139, 15273350
Longe Range Planning;journal;ISSN 00246301
Trends in Microbiology;journal;ISSN 0966842X
Neuropsychopharmacology;journal;ISSN 0893133X
Perspectives on Psychological Science;journal;ISSN 17456916, 17456924
Annual Review of Biomedical Engineering;journal;ISSN 15239829, 15454274
ACM Transactions on Intelligent Systems and Technology;journal;ISSN 21576912, 21576904
Economic Policy;journal;ISSN 14680327, 02664658
Annual Review of Public Health;journal;ISSN 01637525, 15452093
Structure;journal;ISSN 09692126
Clinical Cancer Research;journal;ISSN 10780432
Progress in Neurobiology;journal;ISSN 03010082
Accounting Review;journal;ISSN 00014826
Epidemiologic Reviews;journal;ISSN 0193936X, 14786729
Annals of the Rheumatic Diseases;journal;ISSN 14682060, 00034967
Annual Review of Nutrition;journal;ISSN 01999885, 15454312
Seminars in Cancer Biology;journal;ISSN 1044579X, 10963650
Journal of Financial and Quantitative Analysis;journal;ISSN 00221090
Critical Reviews in Biochemistry and Molecular Biology;journal;ISSN 10409238, 15497798
Journal of Climate;journal;ISSN 15200442, 08948755
Current Opinion in Microbiology;journal;ISSN 13695274
Journal of Peace Research;journal;ISSN 00223433
Review of Economic Dynamics;journal;ISSN 10942025, 10966099
Journal of Monetary Economics;journal;ISSN 03043932
Human Molecular Genetics;journal;ISSN 14602083, 09646906
Progress in Lipid Research;journal;ISSN 01637827
International Organization;journal;ISSN 00208183, 15315088
EMBO Molecular Medicine;journal;ISSN 17574684, 17574676
Wiley interdisciplinary reviews. RNA;journal;ISSN 17577012, 17577004
American Economic Journal: Microeconomics;journal;ISSN 19457685, 19457669
Journal of International Business Studies;journal;ISSN 14786990, 00472506
JAMA Internal Medicine;journal;ISSN 21686106, 21686114
MMWR. Morbidity and mortality weekly report;journal;ISSN 1545861X, 01492195
Seminars in Cell and Developmental Biology;journal;ISSN 10849521, 10963634
Current Biology;journal;ISSN 09609822
Cold Spring Harbor perspectives in biology;journal;ISSN 19430264
Cell Research;journal;ISSN 10010602
Journal of Allergy and Clinical Immunology;journal;ISSN 10976825, 00916749
Progress in Retinal and Eye Research;journal;ISSN 13509462
Journal of Financial Intermediation;journal;ISSN 10429573, 10960473
IEEE Transactions on Automatic Control;journal;ISSN 00189286
Criminology;journal;ISSN 00111384
Quantitative Economics;journal;ISSN 17597323, 17597331
Journal of Research in Science Teaching;journal;ISSN 10982736, 00224308
Oncogene;journal;ISSN 09509232
Diabetes;journal;ISSN 00121797
Chemical Science;journal;ISSN 20416520, 20416539
Progress in Human Geography;journal;ISSN 03091325, 14770288
IMF Economic Review;book serie;ISSN 2041417X, 20414161
Economic Journal;journal;ISSN 14680297, 00130133
ISME Journal;journal;ISSN 17517362, 17517370
Clinical Psychology Review;journal;ISSN 02727358
Health Affairs;journal;ISSN 02782715
Journal of Economic Theory;journal;ISSN 10957235, 00220531
Biometrika;journal;ISSN 00063444, 14643510
Cancer Discovery;journal;ISSN 21598290, 21598274
Global Change Biology;journal;ISSN 13541013, 13652486
Clinical Infectious Diseases;journal;ISSN 10584838, 15376591
Econometric Theory;journal;ISSN 02664666, 14694360
RAND Journal of Economics;journal;ISSN 07416261
Diabetes Care;journal;ISSN 01495992, 19355548
Journal of Econometrics;journal;ISSN 03044076
IEEE Transactions on Smart Grid;journal;ISSN 19493053
Journal of the American Statistical Association;journal;ISSN 01621459, 1537274X
Cell Death and Differentiation;journal;ISSN 13509047
Psychological Science in the Public Interest, Supplement;journal;ISSN 15291006
Review of Educational Research;journal;ISSN 00346543
Science Education;journal;ISSN 00368326, 1098237X
International Journal of Plasticity;journal;ISSN 07496419
Advances in Experimental Social Psychology;book serie;ISSN 00652601
NPG Asia Materials;journal;ISSN 18844049, 18844057
Brain Research Reviews;journal;ISSN 18726321, 01650173
Advanced Functional Materials;journal;ISSN 1616301X
Cement and Concrete Research;journal;ISSN 00088846
Leukemia;journal;ISSN 08876924
Circulation. Cardiovascular quality and outcomes;journal;ISSN 19417713, 19417705
Proceedings of the Annual ACM Symposium on Theory of Computing;conference and proceeding;ISSN 07378017, 7378017
Open Biology;journal;ISSN 20462441
Journal of Business Venturing;journal;ISSN 08839026
Molecular and Cellular Biology;journal;ISSN 02707306
EMBO Reports;journal;ISSN 1469221X, 14693178
Coordination Chemistry Reviews;journal;ISSN 00108545
Advanced Drug Delivery Reviews;journal;ISSN 0169409X
Materials Today;journal;ISSN 13697021
Quarterly Journal of the Royal Meteorological Society;journal;ISSN 00359009, 1477870X
Bioinformatics;journal;ISSN 13674811, 13674803
RNA;journal;ISSN 13558382, 14699001
NeuroImage;journal;ISSN 10538119, 10959572
Journal of Pathology;journal;ISSN 10969896, 00223417
Research on Language and Social Interaction;journal;ISSN 08351813, 15327973
eLife;journal;ISSN 2050084X
Ophthalmology;journal;ISSN 01616420, 15494713
Journal of Public Economics;journal;ISSN 00472727
Current Opinion in Chemical Biology;journal;ISSN 13675931
Plant Journal;journal;ISSN 09607412, 1365313X
Communications on Pure and Applied Mathematics;journal;ISSN 10970312, 00103640
Circulation. Heart failure;journal;ISSN 19413289, 19413297
European Journal of Heart Failure;journal;ISSN 13889842
Transactions of the Institute of British Geographers;journal;ISSN 00202754
Human Reproduction Update;journal;ISSN 13554786, 14602369
SIAM Review;journal;ISSN 10957200, 00361445
IEEE Transactions on Fuzzy Systems;journal;ISSN 10636706
Journal of Peasant Studies;journal;ISSN 03066150
Geochemical Perspectives;journal;ISSN 22242759, 22237755
Psychological Methods;journal;ISSN 1082989X
Seminars in Immunology;journal;ISSN 10445323, 10963618
IEEE Wireless Communications;journal;ISSN 15361284
Journal of Investigative Dermatology Symposium Proceedings;journal;ISSN 15291774, 10870024
Schizophrenia Bulletin;journal;ISSN 05867614
Biology of Mood and Anxiety Disorders;journal;ISSN 20455380
Stem Cells;journal;ISSN 15494918, 10665099
Annals of Surgery;journal;ISSN 15281140, 00034932
BMC Biology;journal;ISSN 17417007
Studies in Mycology;journal;ISSN 01660616
Journal of Human Resources;journal;ISSN 0022166X, 15488004
Earth-Science Reviews;journal;ISSN 00128252
Automatica;journal;ISSN 00051098
Geoscientific Model Development;journal;ISSN 1991959X
Epigenetics and Chromatin;journal;ISSN 17568935
Cold Spring Harbor Symposia on Quantitative Biology;journal;ISSN 00917451
Experimental Economics;journal;ISSN 15736938, 13864157
Circulation: Cardiovascular Interventions;journal;ISSN 19417640, 19417632
Frontiers in Ecology and the Environment;journal;ISSN 15409295
Global Ecology and Biogeography;journal;ISSN 1466822X
Handbook of the Economics of Education;book serie;ISSN 15740692
Plant Physiology;journal;ISSN 00320889, 15322548
Digest of Technical Papers - IEEE International Solid-State Circuits Conference;conference and proceeding;ISSN 1936530, 01936530
Journal of Geodesy;journal;ISSN 09497714, 14321394
American Journal of Mathematics;journal;ISSN 10806377, 00029327
International Journal of Epidemiology;journal;ISSN 03005771
Psychological Science;journal;ISSN 09567976, 14679280
World Politics;journal;ISSN 00438871, 10863338
Living Reviews in Solar Physics;journal;ISSN 16144961
Journal of Politics;journal;ISSN 14682508, 00223816
Advances in Cancer Research;book serie;ISSN 0065230X
Cancer and Metastasis Reviews;journal;ISSN 01677659, 15737233
Progress in Photovoltaics: Research and Applications;journal;ISSN 10627995
International Economic Review;journal;ISSN 00206598, 14682354
Aging Cell;journal;ISSN 14749718
Metabolic Engineering;journal;ISSN 10967176, 10967184
American Journal of Gastroenterology;journal;ISSN 15720241, 00029270
Current Topics in Developmental Biology;book serie;ISSN 00702153
Molecular Biology of the Cell;journal;ISSN 10591524
Monthly Weather Review;journal;ISSN 15200493, 00270644
Quantitative Marketing and Economics;journal;ISSN 15707156
American Educational Research Journal;journal;ISSN 00028312
Nature Reviews Clinical Oncology;journal;ISSN 17594774, 17594782
Mucosal Immunology;journal;ISSN 19330219, 19353456
Journal of Photochemistry and Photobiology C: Photochemistry Reviews;journal;ISSN 13895567
Cytokine and Growth Factor Reviews;journal;ISSN 13596101
Arthritis and Rheumatism;journal;ISSN 00043591, 15290131
American Journal of Clinical Nutrition;journal;ISSN 00029165
MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC;journal;ISSN 15460738, 15458636
Circulation: Arrhythmia and Electrophysiology;journal;ISSN 19413084, 19413149
International Security;journal;ISSN 01622889, 15314804
Journal of Management Studies;journal;ISSN 14676486, 00222380
IEEE Communications Surveys and Tutorials;journal;ISSN 1553877X
Journal of Cell Science;journal;ISSN 14779137, 00219533
Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics;journal;ISSN 03702693
Proceedings - Annual IEEE Symposium on Foundations of Computer Science, FOCS;conference and proceeding;ISSN 02725428, 2725428
Progress in Quantum Electronics;journal;ISSN 00796727
IEEE Transactions on Information Theory;journal;ISSN 00189448
Molecular Aspects of Medicine;journal;ISSN 00982997
Gondwana Research;journal;ISSN 1342937X
Wiley Interdisciplinary Reviews: Computational Molecular Science;journal;ISSN 17590884, 17590876
Stroke;journal;ISSN 15244628, 00392499
Geometric and Functional Analysis;journal;ISSN 1016443X, 14208970
Atmospheric Chemistry and Physics;journal;ISSN 16807324, 16807316
Genetics;journal;ISSN 00166731
International Materials Reviews;journal;ISSN 09506608
Journal of Immunology;journal;ISSN 15506606, 00221767
Biochimica et Biophysica Acta - Reviews on Cancer;journal;ISSN 0304419X
Annual Review of Financial Economics;journal;ISSN 19411367
Journal of Differential Geometry;journal;ISSN 0022040X
Sociology of Education;journal;ISSN 00380407
Geotechnique;journal;ISSN 00168505
Surveys in Geophysics;journal;ISSN 15730956, 01693298
Trends in Biotechnology;journal;ISSN 01677799
Educational Psychologist;journal;ISSN 00461520, 15326985
Information Systems Research;journal;ISSN 15265536, 10477047
Management Science;journal;ISSN 00251909, 15265501
Traffic;journal;ISSN 16000854, 13989219
Annales Scientifiques de l'Ecole Normale Superieure;journal;ISSN 00129593
Advances in Genetics;book serie;ISSN 00652660
Journal of Development of Economics;journal;ISSN 03043878
Philosophical Transactions of the Royal Society B: Biological Sciences;journal;ISSN 09628436
Palliative Medicine;journal;ISSN 1477030X, 02692163
Progress in Solid State Chemistry;journal;ISSN 00796786
Journal of the American Academy of Child and Adolescent Psychiatry;journal;ISSN 08908567
IEEE Transactions on Power Systems;journal;ISSN 08858950
Chemistry of Materials;journal;ISSN 08974756, 15205002
IEEE Journal on Selected Areas in Communications;journal;ISSN 07338716
AIDS;journal;ISSN 02699370
Journal of Experimental Psychology: General;journal;ISSN 00963445
IEEE Journal of Solid-State Circuits;journal;ISSN 00189200
Omega;journal;ISSN 03050483
Thorax;journal;ISSN 14683296, 00406376
Hypertension;journal;ISSN 0194911X
Educational Evaluation and Policy Analysis;journal;ISSN 01623737
Ecology;journal;ISSN 00129658
Journal für die Reine und Angewandte Mathematik;journal;ISSN 00754102
Archive for Rational Mechanics and Analysis;journal;ISSN 14320673, 00039527
Journal of Cognitive Neuroscience;journal;ISSN 15308898, 0898929X
Journal of Hepatology;journal;ISSN 16000641, 01688278
Drug Resistance Updates;journal;ISSN 13687646, 15322084
Educational Researcher;journal;ISSN 0013189X
Journal of Consulting and Clinical Psychology;journal;ISSN 0022006X
Frontiers in Neuroendocrinology;journal;ISSN 00913022, 10956808
Biochimica et Biophysica Acta - Gene Regulatory Mechanisms;journal;ISSN 18749399
College and Research Libraries;journal;ISSN 00100870
Annual Review of Chemical and Biomolecular Engineering;journal;ISSN 19475438, 19475446
Obesity Reviews;journal;ISSN 14677881
Small;journal;ISSN 16136810, 16136829
Earth and Planetary Sciences Letters;journal;ISSN 1385013X, 0012821X
Physiology;journal;ISSN 15489213, 15489221
Molecular Microbiology;journal;ISSN 0950382X, 13652958
Journal of Service Research;journal;ISSN 10946705
Climate Dynamics;journal;ISSN 14320894, 09307575
Nano Research;journal;ISSN 19980124, 19980000
Journal of the European Mathematical Society;journal;ISSN 14359855, 14359863
Journal of Infectious Diseases;journal;ISSN 15376613, 00221899
Mathematical Programming Computation;journal;ISSN 18672949, 18672957
Cognitive Psychology;journal;ISSN 00100285, 10955623
Pharmacology and Therapeutics;journal;ISSN 01637258
Journal of Physical Chemistry Letters;journal;ISSN 19487185
Milbank Quarterly;journal;ISSN 14680009, 0887378X
International Journal of Robotics Research;journal;ISSN 02783649
Journal of Applied Econometrics;journal;ISSN 10991255, 08837252
American Journal of Sports Medicine;journal;ISSN 03635465
Global Environmental Change;journal;ISSN 09593780
Review of Finance;journal;ISSN 15723097
IEEE Communications Magazine;journal;ISSN 01636804
Quarterly Review of Biology;journal;ISSN 15397718, 00335770
Molecular Oncology;journal;ISSN 15747891
Kidney International;journal;ISSN 00852538, 15231755
Geophysical Research Letteres;journal;ISSN 00948276
Fish and Fisheries;journal;ISSN 14672979, 14672960
Reviews in Medical Virology;journal;ISSN 10529276, 10991654
Journal of Ecology;journal;ISSN 13652745, 00220477
Molecular Autism;journal;ISSN 20402392
Journal of Public Administration Research and Theory;journal;ISSN 10531858, 14779803
Monthly Notices of the Royal Astronomical Society: Letters;journal;ISSN 17453925, 17453933
MMWR. Recommendations and reports : Morbidity and mortality weekly report. Recommendations and reports / Centers for Disease Control;journal;ISSN 10575987, 15458601
JACC: Cardiovascular Imaging;journal;ISSN 1936878X
Nature Reviews Neurology;journal;ISSN 17594758, 17594766
Geotextiles and Geomembranes;journal;ISSN 02661144
Operations Research;journal;ISSN 0030364X, 15265463
Journal of Virology;journal;ISSN 0022538X, 10985514
Nuclear Receptor Signaling;journal;ISSN 15507629
Journal of Teacher Education;journal;ISSN 00224871
Molecular Ecology Resources;journal;ISSN 1755098X, 17550998
Journals of the Atmospheric Sciences;journal;ISSN 00224928, 15200469
American Heart Journal;journal;ISSN 10976744, 00028703
Annales de l'Institut Henri Poincare. Annales: Analyse Non Lineaire/Nonlinear Analysis;journal;ISSN 02941449
ACM Computing Surveys;journal;ISSN 03600300
Learning and Instruction;journal;ISSN 09594752
Circulation. Cardiovascular imaging;journal;ISSN 19419651, 19420080
Human Brain Mapping;journal;ISSN 10659471, 10970193
Neuroscientist;journal;ISSN 10738584
Vital and health statistics. Series 13, Data from the National Health Survey;journal;ISSN 00832006
Journal of Petrology;journal;ISSN 14602415, 00223530
Seminars in Liver Disease;journal;ISSN 10988971, 02728087
Chest;journal;ISSN 00123692
Developmental Science;journal;ISSN 14677687, 1363755X
Biomaterials;journal;ISSN 01429612
Transportation Research Part B: Methodological;journal;ISSN 01912615
Current Directions in Psychological Science;journal;ISSN 09637214, 14678721
